row_index,WGEN.PwrEpd.InstMag.i
1512,28326.0
1513,28326.0
1514,28326.0
1515,28326.0
1516,28326.0
1517,28326.0
1518,28326.0
1519,28326.0
1520,28326.0
1521,28326.0
1522,28326.0
1523,28326.0
1524,28326.0
1525,28326.0
1526,28326.0
1527,28326.0
1528,28326.0
1529,28326.0
1530,28326.0
1531,28326.0
1532,28326.0
1533,28326.0
1534,28326.0
1535,28326.0
1536,28326.0
1537,28326.0
1538,28326.0
1539,28326.0
1540,28326.0
1541,28326.0
1542,28326.0
1543,28326.0
1544,28326.0
1545,28326.0
1546,28326.0
1547,28326.0
1548,28326.0
1549,28326.0
1550,28326.0
1551,28326.0
1552,28326.0
1553,28326.0
1554,28326.0
1555,28326.0
1556,28326.0
1557,28326.0
1558,28326.0
1559,28326.0
1560,28326.0
1561,28326.0
1562,28326.0
1563,28326.0
1564,28326.0
1565,28326.0
1566,28326.0
1567,28326.0
1568,28326.0
1569,28326.0
1570,28326.0
1571,28326.0
1572,28326.0
1573,28326.0
1574,28326.0
1575,28326.0
1576,28326.0
1577,28326.0
1578,28326.0
1579,28326.0
1580,28326.0
1581,28326.0
1582,28326.0
1583,28326.0
1584,28326.0
1585,28326.0
1586,28326.0
1587,28326.0
1588,28326.0
1589,28326.0
1590,28326.0
1591,28326.0
1592,28326.0
1593,28326.0
1594,28326.0
1595,28326.0
1596,28326.0
1597,28326.0
1598,28326.0
1599,28326.0
1600,28326.0
1601,28326.0
1602,28326.0
1603,28326.0
1604,28326.0
1605,28326.0
1606,28326.0
1607,28326.0
1608,28326.0
1609,28326.0
1610,28326.0
1611,28326.0
1612,28326.0
1613,28326.0
1614,28326.0
1615,28326.0
1616,28326.0
1617,28326.0
1618,28326.0
1619,28326.0
1620,28326.0
1621,28326.0
1622,28326.0
1623,28326.0
1624,28326.0
1625,28326.0
1626,28326.0
1627,28326.0
1628,28326.0
1629,28326.0
1630,28326.0
1631,28326.0
1632,28326.0
1633,28326.0
1634,28326.0
1635,28326.0
1636,28326.0
1637,28326.0
1638,28326.0
1639,28326.0
1640,28326.0
1641,28326.0
1642,28326.0
1643,28326.0
1644,28326.0
1645,28326.0
1646,28326.0
1647,28326.0
1648,28326.0
1649,28326.0
1650,28326.0
1651,28326.0
1652,28326.0
1653,28326.0
1654,28326.0
1655,28326.0
1656,28326.0
1657,28326.0
1658,28326.0
1659,28326.0
1660,28326.0
1661,28326.0
1662,28326.0
1663,28326.0
1664,28326.0
1665,28326.0
1666,28326.0
1667,28326.0
1668,28326.0
1669,28326.0
1670,28326.0
1671,28326.0
1672,28326.0
1673,28326.0
1674,28326.0
1675,28326.0
1676,28326.0
1677,28326.0
1678,28326.0
1679,28326.0
1680,28326.0
1681,28326.0
1682,28326.0
1683,28326.0
1684,28326.0
1685,28326.0
1686,28326.0
1687,28326.0
1688,28326.0
1689,28326.0
1690,28326.0
1691,28326.0
1692,28326.0
1693,28326.0
1694,28326.0
1695,28326.0
1696,28326.0
1697,28326.0
1698,28326.0
1699,28326.0
1700,28326.0
1701,28326.0
1702,28326.0
1703,28326.0
1704,28326.0
1705,28326.0
1706,28326.0
1707,28326.0
1708,28326.0
1709,28326.0
1710,28326.0
1711,28326.0
1712,28326.0
1713,28326.0
1714,28326.0
1715,28326.0
1716,28326.0
1717,28326.0
1718,28326.0
1719,28326.0
1720,28326.0
1721,28326.0
1722,28326.0
1723,28326.0
1724,28326.0
1725,28326.0
1726,28326.0
1727,28326.0
1728,28326.0
1729,28326.0
1730,28326.0
1731,28326.0
1732,28326.0
1733,28326.0
1734,28326.0
1735,28326.0
1736,28326.0
1737,28326.0
1738,28326.0
1739,28326.0
1740,28326.0
1741,28326.0
1742,28326.0
1743,28326.0
1744,28326.0
1745,28326.0
1746,28326.0
1747,28326.0
1748,28326.0
1749,28326.0
1750,28326.0
1751,28326.0
1752,28326.0
1753,28326.0
1754,28326.0
1755,28326.0
1756,28326.0
1757,28326.0
1758,28326.0
1759,28326.0
1760,28326.0
1761,28326.0
1762,28326.0
1763,28326.0
1764,28326.0
1765,28326.0
1766,28326.0
1767,28326.0
1768,28326.0
1769,28326.0
1770,28326.0
1771,28326.0
1772,28326.0
1773,28326.0
1774,28326.0
1775,28326.0
1776,28326.0
1777,28326.0
1778,28326.0
1779,28326.0
1780,28326.0
1781,28326.0
1782,28326.0
1783,28326.0
1784,28326.0
1785,28326.0
1786,28326.0
1787,28326.0
1788,28326.0
1789,28326.0
1790,28326.0
1791,28326.0
1792,28326.0
1793,28326.0
1794,28326.0
1795,28326.0
1796,28326.0
1797,28326.0
1798,28326.0
1799,28326.0
1800,28326.0
1801,28326.0
1802,28326.0
1803,28326.0
1804,28326.0
1805,28326.0
1806,28326.0
1807,28326.0
1808,28326.0
1809,28326.0
1810,28326.0
1811,28326.0
1812,28326.0
1813,28326.0
1814,28326.0
1815,28326.0
1816,28326.0
1817,28326.0
1818,28326.0
1819,28326.0
1820,28326.0
1821,28326.0
1822,28326.0
1823,28326.0
1824,28326.0
1825,28326.0
1826,28326.0
1827,28326.0
1828,28326.0
1829,28326.0
1830,28326.0
1831,28326.0
1832,28326.0
1833,28326.0
1834,28326.0
1835,28326.0
1836,28326.0
1837,28326.0
1838,28326.0
1839,28326.0
1840,28326.0
1841,28326.0
1842,28326.0
1843,28326.0
1844,28326.0
1845,28326.0
1846,28326.0
1847,28326.0
1848,28326.0
1849,28326.0
1850,28326.0
1851,28326.0
1852,28326.0
1853,28326.0
1854,28326.0
